EmployeeID,Department,JobRole,Attrition,Gender,Age,MaritalStatus,Education,EducationField,BusinessTravel,JobInvolvement,JobLevel,JobSatisfaction,Hourlyrate,Income,Salaryhike,OverTime,Workex,YearsSinceLastPromotion,EmpSatisfaction,TrainingTimesLastYear,WorkLifeBalance,Performance_Rating
1087,Sales,Sales Representative,No,Male,34,Married,College,Technical Degree,Travel_Rarely,High,1,High,55,2308,25,Yes,12,5,Medium,4,Better,Outstanding
1088,Research & Development,Laboratory Technician,No,Male,42,Married,Bachelor,Medical,Travel_Rarely,Medium,1,Medium,68,4841,14,No,4,0,High,3,Better,Excellent
1089,Research & Development,Research Scientist,No,Male,37,Married,Bachelor,Medical,Travel_Rarely,High,2,Very High,47,4285,17,No,10,3,Low,2,Better,Excellent
1090,Research & Development,Healthcare Representative,No,Female,29,Married,Below College,Other,Travel_Rarely,Low,2,Low,39,9715,13,No,9,0,High,3,Better,Excellent
1091,Research & Development,Manufacturing Director,No,Male,33,Single,Bachelor,Life Sciences,Travel_Rarely,Medium,2,Medium,44,4320,13,No,5,0,Very High,2,Better,Excellent
1092,Research & Development,Research Scientist,No,Male,45,Married,Bachelor,Technical Degree,Travel_Rarely,High,1,Very High,97,2132,20,No,8,0,Very High,3,Better,Outstanding
1093,Research & Development,Healthcare Representative,No,Male,42,Married,Bachelor,Life Sciences,Travel_Frequently,High,3,Very High,40,10124,14,Yes,24,13,Very High,3,Bad,Excellent
1094,Sales,Sales Executive,No,Male,40,Married,College,Medical,Travel_Rarely,High,2,Low,47,5473,12,No,9,7,Low,5,Best,Excellent
1095,Research & Development,Laboratory Technician,No,Male,33,Married,Master,Life Sciences,Travel_Rarely,High,2,High,79,5207,12,Yes,15,5,Medium,3,Better,Excellent
1096,Human Resources,Manager,No,Male,40,Single,College,Medical,Travel_Rarely,High,4,Very High,38,16437,21,Yes,21,7,High,2,Better,Outstanding
1097,Research & Development,Laboratory Technician,No,Male,24,Divorced,College,Technical Degree,Travel_Rarely,Medium,1,Low,57,2296,14,No,2,0,High,3,Better,Excellent
1098,Research & Development,Healthcare Representative,No,Male,40,Divorced,College,Life Sciences,Non-Travel,High,2,Very High,72,4069,18,Yes,8,2,Very High,2,Better,Excellent
1099,Research & Development,Healthcare Representative,No,Male,45,Divorced,Master,Technical Degree,Travel_Rarely,High,3,Medium,66,7441,12,No,10,7,Low,4,Better,Excellent
1100,Sales,Sales Representative,No,Female,35,Married,Master,Life Sciences,Travel_Rarely,Medium,1,High,98,2430,23,No,6,4,Medium,5,Better,Outstanding
1101,Research & Development,Research Scientist,No,Female,32,Married,College,Life Sciences,Travel_Rarely,Medium,2,Medium,67,5878,12,No,12,2,Very High,2,Better,Excellent
1102,Sales,Sales Representative,No,Male,36,Single,Master,Life Sciences,Travel_Rarely,High,1,Very High,70,2644,21,Yes,7,1,High,3,Good,Outstanding
1103,Sales,Sales Executive,No,Female,48,Divorced,Master,Life Sciences,Travel_Rarely,High,2,High,96,6439,14,No,18,7,High,2,Better,Excellent
1104,Research & Development,Research Scientist,No,Male,29,Married,Bachelor,Life Sciences,Travel_Rarely,Very High,1,High,91,2451,18,No,5,0,High,2,Good,Excellent
1105,Sales,Sales Executive,No,Male,33,Married,Master,Life Sciences,Travel_Rarely,High,2,Low,46,6392,13,No,8,2,Low,6,Bad,Excellent
1106,Sales,Sales Executive,Yes,Male,30,Married,Bachelor,Life Sciences,Travel_Rarely,Medium,2,Low,64,9714,11,No,10,6,Medium,4,Better,Excellent
1107,Human Resources,Human Resources,No,Male,38,Married,Master,Human Resources,Travel_Frequently,High,2,High,71,6077,11,No,10,1,High,2,Better,Excellent
1108,Research & Development,Laboratory Technician,No,Male,35,Single,Bachelor,Medical,Travel_Rarely,Medium,1,Low,68,2450,19,No,3,1,Very High,3,Better,Excellent
1109,Sales,Sales Executive,No,Male,30,Married,Master,Technical Degree,Travel_Rarely,High,3,Medium,33,9250,12,No,9,1,High,3,Better,Excellent
1110,Research & Development,Laboratory Technician,Yes,Female,35,Divorced,Bachelor,Life Sciences,Travel_Rarely,High,1,Low,69,2074,12,Yes,1,0,Low,2,Better,Excellent
1111,Research & Development,Manufacturing Director,Yes,Female,53,Married,Doctor,Technical Degree,Travel_Rarely,Medium,3,Very High,78,10169,16,No,34,1,High,4,Better,Excellent
1112,Research & Development,Manufacturing Director,Yes,Male,38,Married,Bachelor,Medical,Travel_Rarely,High,2,Medium,81,4855,11,No,7,1,High,2,Better,Excellent
1113,Research & Development,Research Scientist,No,Male,32,Married,Master,Technical Degree,Non-Travel,High,2,Low,62,4087,14,No,9,1,Very High,3,Good,Excellent
1114,Research & Development,Research Scientist,No,Female,48,Married,Master,Other,Travel_Rarely,High,1,Low,65,2367,12,No,10,7,High,3,Good,Excellent
1115,Research & Development,Research Scientist,No,Male,34,Single,Master,Medical,Travel_Rarely,High,1,Very High,35,2972,13,No,1,0,Low,4,Bad,Excellent
1116,Sales,Manager,No,Male,55,Married,Doctor,Marketing,Travel_Rarely,Medium,5,Very High,60,19586,21,No,36,2,High,3,Better,Outstanding
1117,Research & Development,Research Scientist,No,Male,34,Married,Master,Life Sciences,Travel_Rarely,High,2,Very High,45,5484,17,No,9,2,Medium,3,Good,Excellent
1118,Research & Development,Research Scientist,No,Female,26,Married,Bachelor,Life Sciences,Travel_Rarely,High,1,Very High,89,2061,21,No,1,0,Low,5,Better,Outstanding
1119,Sales,Sales Executive,No,Male,38,Married,Bachelor,Life Sciences,Travel_Rarely,High,2,Medium,80,9924,11,No,10,7,High,3,Better,Excellent
1120,Sales,Sales Executive,No,Female,38,Single,Bachelor,Life Sciences,Travel_Rarely,High,2,Medium,90,4198,12,No,8,1,Medium,5,Best,Excellent
1121,Sales,Sales Executive,No,Female,36,Single,Master,Life Sciences,Travel_Rarely,High,2,High,73,6815,13,No,15,0,Medium,5,Better,Excellent
1122,Research & Development,Laboratory Technician,No,Male,29,Single,Below College,Medical,Travel_Rarely,High,1,Low,87,4723,18,Yes,10,1,Medium,3,Better,Excellent
1123,Research & Development,Healthcare Representative,No,Female,35,Single,Master,Medical,Travel_Rarely,High,2,High,51,6142,16,Yes,10,0,Low,4,Better,Excellent
1124,Sales,Sales Executive,No,Male,39,Married,Bachelor,Medical,Travel_Rarely,Very High,3,High,38,8237,11,No,11,7,Very High,3,Better,Excellent
1125,Research & Development,Healthcare Representative,No,Male,29,Divorced,Below College,Life Sciences,Travel_Frequently,High,2,Very High,87,8853,19,No,6,1,Low,0,Best,Excellent
1126,Sales,Manager,No,Male,50,Married,Bachelor,Marketing,Travel_Rarely,High,5,High,59,19331,16,Yes,27,0,High,2,Better,Excellent
1127,Research & Development,Research Scientist,No,Male,23,Married,Bachelor,Technical Degree,Travel_Rarely,Very High,1,High,45,2073,16,No,4,2,Very High,2,Better,Excellent
1128,Research & Development,Laboratory Technician,No,Male,36,Married,Master,Life Sciences,Travel_Frequently,Very High,2,Low,80,5562,13,Yes,9,0,Low,3,Better,Excellent
1129,Research & Development,Manager,No,Male,42,Single,College,Other,Travel_Rarely,Medium,5,Very High,93,19613,22,No,24,0,Very High,2,Better,Outstanding
1130,Research & Development,Laboratory Technician,No,Male,35,Married,Bachelor,Life Sciences,Travel_Rarely,Very High,2,High,46,3407,17,No,10,6,Medium,3,Good,Excellent
1131,Research & Development,Healthcare Representative,No,Male,34,Married,Master,Technical Degree,Travel_Frequently,Medium,2,High,92,5063,14,No,8,7,Very High,3,Good,Excellent
1132,Sales,Sales Executive,No,Female,40,Married,College,Life Sciences,Travel_Rarely,High,2,Low,84,4639,15,No,5,1,Very High,2,Better,Excellent
1133,Research & Development,Laboratory Technician,No,Male,43,Divorced,Bachelor,Technical Degree,Travel_Rarely,Very High,1,Medium,87,4876,12,No,8,0,Very High,0,Better,Excellent
1134,Research & Development,Laboratory Technician,No,Male,35,Married,College,Life Sciences,Travel_Rarely,Medium,1,Very High,63,2690,18,No,1,0,High,5,Good,Excellent
1135,Sales,Manager,No,Male,46,Single,Master,Life Sciences,Travel_Rarely,Very High,4,Low,56,17567,15,No,27,0,Very High,5,Bad,Excellent
1136,Research & Development,Laboratory Technician,Yes,Male,28,Married,Bachelor,Medical,Travel_Rarely,High,1,Medium,51,2408,17,Yes,1,0,High,3,Better,Excellent
1137,Research & Development,Research Scientist,No,Female,22,Married,College,Other,Non-Travel,Medium,1,High,85,2814,14,Yes,4,1,Medium,2,Good,Excellent
1138,Research & Development,Healthcare Representative,No,Male,50,Married,Doctor,Medical,Travel_Frequently,High,4,High,41,11245,15,Yes,32,12,Medium,3,Better,Excellent
1139,Research & Development,Research Scientist,No,Female,32,Married,Master,Other,Travel_Rarely,Very High,1,Very High,35,3312,17,No,6,0,Medium,3,Better,Excellent
1140,Research & Development,Research Director,No,Female,44,Divorced,Bachelor,Medical,Travel_Rarely,High,5,Very High,31,19049,14,Yes,23,1,Medium,4,Good,Excellent
1141,Research & Development,Research Scientist,No,Male,30,Married,Bachelor,Medical,Travel_Rarely,Medium,1,Medium,48,2141,12,No,6,1,Medium,3,Good,Excellent
1142,Research & Development,Laboratory Technician,No,Female,45,Single,Doctor,Medical,Travel_Rarely,Low,2,Low,50,5769,14,Yes,10,1,High,3,Better,Excellent
1143,Sales,Sales Executive,No,Male,45,Married,Bachelor,Marketing,Non-Travel,Medium,2,Low,52,4385,15,No,10,4,Low,2,Better,Excellent
1144,Sales,Sales Executive,No,Male,31,Single,Master,Other,Travel_Frequently,High,2,Low,54,5332,13,No,10,0,Very High,3,Better,Excellent
1145,Research & Development,Manufacturing Director,No,Female,36,Married,Master,Life Sciences,Travel_Rarely,High,2,High,76,4663,12,Yes,7,1,High,2,Better,Excellent
1146,Research & Development,Manufacturing Director,No,Male,34,Divorced,Master,Life Sciences,Travel_Frequently,Very High,2,Very High,42,4724,13,No,9,7,High,3,Better,Excellent
1147,Research & Development,Laboratory Technician,No,Female,49,Married,Master,Life Sciences,Travel_Rarely,High,1,Low,84,3211,14,No,10,1,High,3,Good,Excellent
1148,Research & Development,Manufacturing Director,No,Male,39,Married,Doctor,Medical,Travel_Rarely,High,2,Low,76,5377,13,No,10,7,Medium,3,Better,Excellent
1149,Research & Development,Laboratory Technician,No,Male,27,Divorced,Bachelor,Other,Travel_Rarely,Medium,1,Low,67,4066,11,No,7,0,Very High,3,Better,Excellent
1150,Research & Development,Research Scientist,No,Male,35,Married,Doctor,Life Sciences,Travel_Rarely,Very High,2,Low,48,5208,11,No,16,1,Medium,2,Better,Excellent
1151,Research & Development,Manufacturing Director,No,Female,28,Divorced,Bachelor,Medical,Travel_Rarely,Low,2,Low,39,4877,21,No,6,0,Medium,5,Good,Outstanding
1152,Research & Development,Research Scientist,No,Male,21,Single,Below College,Medical,Travel_Rarely,High,1,Very High,97,3117,18,No,3,2,High,2,Better,Excellent
1153,Sales,Sales Representative,Yes,Female,18,Single,College,Medical,Travel_Frequently,High,1,Very High,70,1569,12,Yes,0,0,Medium,2,Best,Excellent
1154,Human Resources,Manager,No,Female,47,Married,Master,Life Sciences,Travel_Rarely,High,5,High,98,19658,11,No,27,1,Very High,2,Better,Excellent
1155,Research & Development,Laboratory Technician,No,Male,39,Divorced,College,Medical,Travel_Rarely,Medium,2,High,76,3069,15,No,11,0,High,3,Better,Excellent
1156,Research & Development,Manufacturing Director,No,Female,40,Married,Bachelor,Life Sciences,Travel_Rarely,Medium,3,High,80,10435,13,No,18,14,Low,2,Better,Excellent
1157,Research & Development,Healthcare Representative,No,Female,35,Married,Master,Life Sciences,Non-Travel,High,2,High,52,4148,12,No,15,2,High,5,Better,Excellent
1158,Research & Development,Manufacturing Director,No,Male,37,Married,Bachelor,Life Sciences,Travel_Rarely,High,2,High,85,5768,17,No,9,0,High,2,Good,Excellent
1159,Research & Development,Manufacturing Director,No,Female,39,Single,Bachelor,Medical,Travel_Frequently,High,2,High,81,5042,13,No,10,3,Low,2,Bad,Excellent
1160,Research & Development,Manufacturing Director,No,Female,45,Divorced,College,Other,Travel_Rarely,Medium,2,Very High,59,5770,19,No,10,3,Very High,3,Better,Excellent
1161,Research & Development,Manufacturing Director,No,Female,38,Married,College,Medical,Travel_Rarely,Medium,3,High,54,7756,19,Yes,10,0,Very High,6,Best,Excellent
1162,Sales,Sales Executive,Yes,Male,35,Married,Bachelor,Medical,Travel_Rarely,Medium,3,Low,55,10306,17,No,15,6,Very High,3,Better,Excellent
1163,Research & Development,Research Scientist,No,Female,37,Married,Bachelor,Medical,Travel_Rarely,High,1,Medium,71,3936,11,No,8,7,Medium,2,Bad,Excellent
1164,Research & Development,Manufacturing Director,No,Female,40,Single,Bachelor,Life Sciences,Travel_Rarely,High,3,Very High,84,7945,15,Yes,18,3,High,2,Good,Excellent
1165,Human Resources,Human Resources,No,Male,44,Married,Doctor,Human Resources,Travel_Frequently,High,2,Very High,37,5743,11,Yes,14,0,Low,3,Better,Excellent
1166,Research & Development,Manager,No,Male,48,Married,Doctor,Medical,Travel_Frequently,Medium,4,Very High,89,15202,25,No,23,2,High,3,Better,Outstanding
1167,Sales,Sales Executive,Yes,Male,35,Divorced,College,Medical,Travel_Rarely,Low,2,Very High,59,5440,14,Yes,7,2,Low,2,Good,Excellent
1168,Research & Development,Research Scientist,No,Female,24,Single,Below College,Technical Degree,Travel_Frequently,High,1,Very High,32,3760,13,Yes,6,1,Low,2,Better,Excellent
1169,Research & Development,Research Scientist,No,Female,27,Married,Bachelor,Medical,Travel_Rarely,Very High,1,High,86,3517,17,No,5,0,Medium,0,Better,Excellent
1170,Research & Development,Research Scientist,No,Male,27,Single,Bachelor,Medical,Travel_Frequently,High,1,Very High,87,2580,13,No,6,1,Very High,0,Good,Excellent
1171,Research & Development,Laboratory Technician,Yes,Male,40,Single,Bachelor,Life Sciences,Travel_Rarely,High,1,Low,73,2166,14,Yes,10,0,Low,3,Bad,Excellent
1172,Sales,Sales Executive,No,Male,29,Single,Bachelor,Medical,Travel_Rarely,Medium,2,High,42,5869,11,No,8,1,High,2,Better,Excellent
1173,Research & Development,Healthcare Representative,No,Female,36,Married,Master,Life Sciences,Travel_Rarely,High,3,Low,42,8008,12,No,9,0,Medium,6,Better,Excellent
1174,Research & Development,Manufacturing Director,No,Male,25,Divorced,Below College,Life Sciences,Travel_Frequently,Very High,2,High,77,5206,17,No,7,0,Very High,6,Better,Excellent
1175,Research & Development,Manufacturing Director,No,Male,39,Married,Bachelor,Medical,Travel_Rarely,High,2,Medium,66,5295,21,No,7,1,Very High,3,Better,Outstanding
1176,Research & Development,Research Director,No,Female,49,Married,Master,Other,Travel_Rarely,High,4,Medium,72,16413,16,No,27,1,Low,2,Better,Excellent
1177,Research & Development,Research Director,No,Female,50,Divorced,Doctor,Life Sciences,Travel_Rarely,Medium,3,Low,50,13269,15,No,19,1,Very High,3,Better,Excellent
1178,Sales,Sales Representative,No,Female,20,Single,Bachelor,Medical,Travel_Rarely,High,1,High,31,2783,19,No,2,2,High,3,Better,Excellent
1179,Research & Development,Research Scientist,No,Female,34,Divorced,Bachelor,Life Sciences,Travel_Rarely,High,2,Medium,66,5433,12,No,11,7,Very High,2,Better,Excellent
1180,Research & Development,Laboratory Technician,No,Male,36,Single,Bachelor,Life Sciences,Travel_Rarely,High,1,Medium,77,2013,11,No,15,1,Low,4,Better,Excellent
1181,Research & Development,Healthcare Representative,No,Female,49,Married,Below College,Life Sciences,Travel_Rarely,Medium,4,High,41,13966,19,Yes,30,2,High,3,Better,Excellent
1182,Research & Development,Manufacturing Director,No,Female,36,Married,Master,Medical,Non-Travel,Medium,2,High,33,4374,15,No,4,1,Very High,6,Better,Excellent
1183,Research & Development,Healthcare Representative,No,Male,36,Divorced,College,Life Sciences,Travel_Rarely,Very High,2,Low,79,6842,20,No,13,0,Very High,3,Better,Outstanding
1184,Research & Development,Manager,No,Female,54,Married,Doctor,Medical,Travel_Rarely,High,4,High,91,17426,25,No,36,4,Medium,6,Better,Outstanding
1185,Research & Development,Research Director,No,Male,43,Married,College,Life Sciences,Travel_Rarely,Medium,4,High,65,17603,24,No,14,6,High,3,Better,Outstanding
1186,Sales,Sales Executive,Yes,Male,35,Single,Master,Other,Travel_Frequently,High,2,Very High,36,4581,24,Yes,13,6,Very High,2,Best,Outstanding
1187,Research & Development,Research Scientist,No,Male,38,Married,Bachelor,Life Sciences,Travel_Frequently,High,2,Very High,90,4735,15,No,19,2,Very High,4,Best,Excellent
1188,Sales,Sales Executive,No,Male,29,Divorced,Bachelor,Medical,Travel_Rarely,Medium,2,Medium,43,4187,13,Yes,10,0,Low,3,Good,Excellent
1189,Sales,Sales Executive,No,Male,33,Divorced,Master,Medical,Travel_Rarely,High,2,Very High,93,5505,14,No,6,0,Very High,5,Better,Excellent
1190,Research & Development,Research Scientist,No,Male,32,Divorced,Bachelor,Medical,Travel_Rarely,High,2,Medium,45,5470,13,No,10,1,Very High,4,Good,Excellent
1191,Sales,Sales Executive,No,Female,31,Married,Master,Life Sciences,Travel_Rarely,High,2,Very High,67,5476,11,No,10,0,Low,2,Better,Excellent
1192,Research & Development,Laboratory Technician,No,Female,49,Divorced,Bachelor,Medical,Travel_Rarely,High,1,Low,74,2587,16,Yes,17,2,Very High,2,Good,Excellent
1193,Research & Development,Laboratory Technician,No,Female,38,Single,Bachelor,Medical,Travel_Frequently,Medium,1,Medium,42,2440,22,No,4,3,Very High,3,Better,Outstanding
1194,Sales,Manager,No,Female,47,Divorced,Master,Life Sciences,Travel_Rarely,Very High,4,Medium,47,15972,14,No,29,1,Medium,2,Better,Excellent
1195,Research & Development,Manager,No,Male,49,Single,Bachelor,Life Sciences,Travel_Rarely,High,4,High,36,15379,14,No,23,0,High,2,Better,Excellent
1196,Sales,Sales Executive,No,Male,41,Single,College,Life Sciences,Travel_Rarely,High,3,High,80,7082,16,Yes,21,0,Very High,2,Better,Excellent
1197,Sales,Sales Representative,No,Male,20,Single,Below College,Life Sciences,Travel_Rarely,High,1,Low,54,2728,11,No,2,0,Very High,3,Better,Excellent
1198,Sales,Sales Executive,No,Female,33,Divorced,Bachelor,Life Sciences,Non-Travel,High,2,Very High,36,5368,25,Yes,7,1,High,2,Better,Outstanding
1199,Research & Development,Healthcare Representative,No,Male,36,Married,Master,Life Sciences,Travel_Rarely,High,2,High,80,5347,14,No,10,0,Low,2,Good,Excellent
1200,Human Resources,Human Resources,No,Female,44,Divorced,Bachelor,Life Sciences,Travel_Rarely,High,1,Very High,44,3195,18,Yes,8,2,High,2,Better,Excellent
1201,Research & Development,Laboratory Technician,Yes,Male,23,Single,Below College,Medical,Travel_Rarely,Medium,1,High,93,3989,11,Yes,5,1,Very High,2,Better,Excellent
1202,Research & Development,Laboratory Technician,No,Female,38,Married,College,Medical,Travel_Rarely,High,1,High,87,3306,19,No,7,0,Very High,5,Good,Excellent
1203,Research & Development,Healthcare Representative,No,Male,53,Married,Master,Medical,Travel_Rarely,Very High,3,Very High,48,7005,15,No,11,1,Medium,2,Better,Excellent
1204,Sales,Sales Representative,Yes,Female,48,Married,College,Medical,Travel_Frequently,High,1,High,95,2655,11,Yes,19,7,Very High,3,Better,Excellent
1205,Research & Development,Laboratory Technician,Yes,Male,32,Single,Master,Life Sciences,Travel_Rarely,High,1,Medium,95,1393,12,No,1,0,Very High,2,Better,Excellent
1206,Research & Development,Laboratory Technician,No,Male,26,Single,Bachelor,Medical,Non-Travel,High,1,Very High,76,2570,20,No,7,5,Very High,5,Better,Outstanding
1207,Research & Development,Research Scientist,No,Male,55,Divorced,Bachelor,Technical Degree,Travel_Rarely,Medium,1,Medium,94,3537,12,No,8,1,Low,1,Better,Excellent
1208,Research & Development,Laboratory Technician,No,Male,34,Married,College,Medical,Travel_Rarely,Medium,2,Very High,57,3986,14,No,15,4,Medium,3,Best,Excellent
1209,Research & Development,Healthcare Representative,No,Male,60,Divorced,Master,Medical,Travel_Rarely,Low,3,Very High,92,10883,20,No,19,0,High,2,Best,Outstanding
1210,Research & Development,Laboratory Technician,No,Male,33,Married,Bachelor,Medical,Travel_Rarely,Very High,1,Medium,79,2028,18,No,14,2,Medium,6,Better,Excellent
1211,Sales,Sales Executive,No,Male,37,Divorced,Master,Medical,Travel_Frequently,Low,2,Very High,31,9525,14,No,6,1,High,2,Good,Excellent
1212,Research & Development,Research Scientist,No,Female,34,Married,Bachelor,Life Sciences,Travel_Rarely,Medium,1,Very High,35,2929,12,No,10,8,Medium,3,Better,Excellent
1213,Sales,Sales Representative,Yes,Male,23,Divorced,Bachelor,Life Sciences,Travel_Rarely,High,1,Very High,99,2275,21,Yes,3,0,High,2,Better,Outstanding
1214,Research & Development,Healthcare Representative,No,Female,44,Married,Bachelor,Life Sciences,Travel_Rarely,Very High,3,Very High,96,7879,19,Yes,9,6,High,2,Better,Excellent
1215,Research & Development,Research Scientist,No,Male,35,Single,Master,Medical,Travel_Frequently,Medium,1,Very High,79,4930,14,Yes,6,1,Low,2,Best,Excellent
1216,Sales,Sales Executive,No,Male,43,Married,Bachelor,Medical,Travel_Rarely,High,2,Very High,73,7847,17,Yes,10,8,Very High,3,Better,Excellent
1217,Research & Development,Research Scientist,No,Male,24,Married,Bachelor,Medical,Travel_Rarely,Very High,1,High,62,4401,16,No,5,0,High,1,Better,Excellent
1218,Sales,Sales Executive,No,Male,41,Single,Bachelor,Marketing,Travel_Rarely,High,3,High,35,9241,12,No,10,8,Very High,3,Better,Excellent
1219,Research & Development,Laboratory Technician,No,Female,29,Married,Master,Medical,Travel_Rarely,High,1,High,43,2974,17,No,9,1,Very High,2,Better,Excellent
1220,Sales,Sales Representative,No,Female,36,Single,Master,Life Sciences,Travel_Rarely,High,2,Very High,51,4502,15,No,17,6,High,2,Good,Excellent
1221,Research & Development,Healthcare Representative,No,Male,45,Married,Below College,Life Sciences,Non-Travel,Medium,3,High,74,10748,23,No,25,14,High,3,Good,Outstanding
1222,Human Resources,Human Resources,Yes,Male,24,Married,Below College,Human Resources,Travel_Rarely,Low,1,High,58,1555,11,No,1,0,Very High,2,Better,Excellent
1223,Sales,Sales Executive,Yes,Male,47,Married,Bachelor,Life Sciences,Travel_Frequently,Low,4,High,82,12936,11,No,25,14,High,3,Bad,Excellent
1224,Research & Development,Laboratory Technician,No,Male,26,Married,Master,Medical,Travel_Rarely,Low,1,High,62,2305,15,No,3,0,Very High,3,Best,Excellent
1225,Research & Development,Research Director,No,Female,45,Single,College,Technical Degree,Travel_Rarely,Medium,4,Medium,48,16704,11,No,21,8,Very High,2,Better,Excellent
1226,Research & Development,Research Scientist,No,Male,32,Married,Bachelor,Life Sciences,Travel_Frequently,High,1,High,56,3433,13,No,10,1,Low,3,Good,Excellent
1227,Research & Development,Laboratory Technician,No,Male,31,Married,Master,Life Sciences,Travel_Rarely,High,1,High,69,3477,14,No,6,0,Medium,2,Best,Excellent
1228,Human Resources,Human Resources,No,Male,41,Married,Bachelor,Human Resources,Non-Travel,Low,2,Medium,60,6430,19,No,10,1,High,4,Better,Excellent
1229,Research & Development,Manufacturing Director,No,Female,40,Married,College,Life Sciences,Travel_Rarely,High,2,Low,92,6516,16,Yes,18,0,Medium,3,Better,Excellent
1230,Research & Development,Laboratory Technician,No,Male,24,Divorced,Below College,Medical,Travel_Rarely,High,1,Low,91,3907,13,No,6,1,Medium,2,Best,Excellent
1231,Research & Development,Healthcare Representative,No,Male,46,Single,Master,Life Sciences,Travel_Rarely,High,2,Medium,34,5562,14,No,19,0,High,3,Better,Excellent
1232,Research & Development,Manufacturing Director,No,Male,35,Married,Master,Life Sciences,Travel_Rarely,High,2,High,49,6883,16,No,17,0,Very High,3,Better,Excellent
1233,Research & Development,Research Scientist,No,Male,30,Married,Below College,Life Sciences,Travel_Rarely,High,1,Very High,33,2862,12,No,10,0,Medium,2,Good,Excellent
1234,Sales,Sales Executive,No,Male,47,Married,Master,Marketing,Non-Travel,High,2,Medium,87,4978,11,No,4,0,High,3,Bad,Excellent
1235,Sales,Sales Executive,No,Male,46,Divorced,Bachelor,Life Sciences,Travel_Rarely,High,3,Very High,74,10368,12,Yes,13,0,High,5,Good,Excellent
1236,Sales,Sales Executive,Yes,Male,36,Divorced,Doctor,Marketing,Travel_Rarely,Medium,2,Low,96,6134,13,Yes,16,2,Medium,3,Better,Excellent
1237,Sales,Sales Executive,Yes,Male,32,Single,College,Life Sciences,Travel_Rarely,Low,2,Medium,34,6735,15,No,10,0,Low,2,Better,Excellent
1238,Research & Development,Laboratory Technician,No,Female,23,Single,Below College,Medical,Travel_Rarely,High,1,Medium,51,3295,13,No,3,1,High,3,Bad,Excellent
1239,Research & Development,Manufacturing Director,No,Female,31,Single,Below College,Technical Degree,Travel_Frequently,High,2,Very High,30,5238,20,No,9,1,Very High,3,Good,Outstanding
1240,Research & Development,Laboratory Technician,No,Male,39,Married,Bachelor,Life Sciences,Non-Travel,High,2,Very High,77,6472,15,Yes,9,5,Very High,2,Better,Excellent
1241,Sales,Sales Executive,No,Male,32,Married,Bachelor,Life Sciences,Travel_Rarely,Low,3,High,80,9610,13,No,10,0,Very High,2,Bad,Excellent
1242,Sales,Manager,No,Male,40,Single,Master,Medical,Travel_Rarely,High,5,Medium,88,19833,14,No,21,12,Medium,3,Good,Excellent
1243,Human Resources,Human Resources,No,Female,45,Married,Bachelor,Life Sciences,Travel_Rarely,Low,3,High,56,9756,21,No,9,0,High,2,Best,Outstanding
1244,Research & Development,Research Scientist,No,Female,30,Single,Master,Technical Degree,Travel_Frequently,Medium,1,Low,78,4968,16,No,10,0,Very High,2,Better,Excellent
1245,Human Resources,Human Resources,No,Male,24,Married,Bachelor,Medical,Travel_Frequently,High,1,Very High,59,2145,14,No,3,2,Low,2,Better,Excellent
1246,Human Resources,Human Resources,Yes,Female,30,Divorced,Bachelor,Human Resources,Travel_Frequently,Medium,1,Very High,66,2180,11,No,6,1,High,0,Good,Excellent
1247,Sales,Sales Executive,No,Male,31,Married,Bachelor,Technical Degree,Travel_Rarely,High,2,High,51,8346,19,No,6,0,Low,3,Better,Excellent
1248,Research & Development,Research Scientist,No,Female,27,Single,Bachelor,Medical,Travel_Rarely,High,1,Very High,67,3445,11,No,6,1,High,5,Good,Excellent
1249,Sales,Sales Representative,Yes,Female,29,Single,Bachelor,Marketing,Travel_Rarely,Low,1,Medium,52,2760,13,No,2,2,Medium,3,Better,Excellent
1250,Research & Development,Healthcare Representative,No,Male,29,Single,Bachelor,Life Sciences,Travel_Frequently,Very High,2,High,70,6294,12,Yes,10,0,Very High,5,Best,Excellent
1251,Sales,Sales Executive,No,Male,30,Divorced,College,Marketing,Travel_Rarely,Medium,3,Low,94,7140,11,No,12,1,High,2,Better,Excellent
1252,Research & Development,Research Scientist,No,Male,34,Married,Master,Medical,Travel_Rarely,Very High,1,Very High,97,2932,14,Yes,6,1,Very High,3,Better,Excellent
1253,Sales,Sales Executive,No,Female,33,Single,Bachelor,Marketing,Non-Travel,High,2,Medium,62,5147,15,No,13,1,Very High,2,Good,Excellent
1254,Sales,Sales Executive,No,Female,49,Single,Master,Marketing,Travel_Rarely,High,2,Very High,80,4507,12,No,8,0,Very High,1,Best,Excellent
1255,Sales,Sales Executive,Yes,Female,33,Single,Bachelor,Life Sciences,Travel_Rarely,High,3,Low,74,8564,20,Yes,11,0,Low,2,Good,Outstanding
1256,Research & Development,Laboratory Technician,No,Female,38,Married,College,Medical,Travel_Frequently,Medium,1,Medium,75,2468,14,No,9,0,High,4,Good,Excellent
1257,Sales,Sales Executive,Yes,Male,31,Married,Master,Marketing,Travel_Rarely,High,3,High,70,8161,13,No,10,0,Low,2,Better,Excellent
1258,Research & Development,Research Scientist,No,Female,29,Divorced,Bachelor,Technical Degree,Travel_Rarely,Medium,1,Low,91,2109,13,No,1,0,Very High,2,Better,Excellent
